filename,width,height,class,xmin,ymin,xmax,ymax
115.1lcb4632.png,550,550,others,23.0,1.0,528.0,544.0
116.s-l300.png,300,300,blue cup,31.0,32.0,260.0,277.0
117.28103171__28150.1501012211.png,1028,1280,others,66.0,85.0,986.0,1207.0
117.385107.png,600,600,others,63.0,1.0,509.0,597.0
118.904800.png,600,600,others,109.0,87.0,496.0,567.0
119.maxresdefault.png,1280,720,red cup,245.0,1.0,525.0,243.0
119.maxresdefault.png,1280,720,red cup,402.0,181.0,643.0,515.0
119.maxresdefault.png,1280,720,red cup,626.0,148.0,883.0,513.0
119.maxresdefault.png,1280,720,red cup,859.0,130.0,1136.0,457.0
119.maxresdefault.png,1280,720,red cup,308.0,438.0,536.0,719.0
119.maxresdefault.png,1280,720,red cup,517.0,388.0,776.0,711.0
119.maxresdefault.png,1280,720,red cup,757.0,391.0,985.0,711.0
119.maxresdefault.png,1280,720,red cup,959.0,357.0,1197.0,685.0
119.maxresdefault.png,1280,720,red cup,1.0,230.0,162.0,565.0
119.maxresdefault.png,1280,720,red cup,3.0,1.0,252.0,276.0
119.maxresdefault.png,1280,720,red cup,1.0,1.0,250.0,276.0
119.maxresdefault.png,1280,720,red cup,500.0,1.0,781.0,210.0
119.maxresdefault.png,1280,720,red cup,741.0,1.0,1003.0,186.0
119.maxresdefault.png,1280,720,red cup,1006.0,1.0,1277.0,173.0
119.maxresdefault.png,1280,720,red cup,1098.0,120.0,1280.0,417.0
12.solo-ps12r-red-12-oz-plastic-cup-1000-case.png,900,900,red cup,90.0,18.0,840.0,886.0
124.1403560.png,363,472,red cup,2.0,2.0,363.0,469.0
125.red_party_cup.png,865,921,red cup,128.0,56.0,765.0,878.0
127.three-plastic-cups-blue-green-red-color-20431577.png,1300,1019,others,50.0,390.0,475.0,844.0
127.three-plastic-cups-blue-green-red-color-20431577.png,1300,1019,others,401.0,104.0,826.0,866.0
127.three-plastic-cups-blue-green-red-color-20431577.png,1300,1019,others,842.0,107.0,1296.0,855.0
13.803736.png,1000,1000,red cup,71.0,1.0,922.0,993.0
13.926775.png,1000,1000,others,17.0,7.0,1000.0,992.0
130.a218-blue.png,800,800,others,113.0,31.0,667.0,799.0
130.V361-331927.png,999,999,others,312.0,80.0,754.0,622.0
131.904911.png,1000,1000,others,1.0,3.0,991.0,996.0
132.16ozCupMedium.png,600,600,others,65.0,99.0,533.0,484.0
132.4pc-set-shatterproof-plastic-wine-glass-unbreakable.png,1500,1500,others,833.0,490.0,1437.0,1418.0
132.4pc-set-shatterproof-plastic-wine-glass-unbreakable.png,1500,1500,others,228.0,338.0,832.0,1266.0
133.719BHGlAM0L.png,1500,1001,red cup,257.0,3.0,612.0,503.0
133.719BHGlAM0L.png,1500,1001,red cup,1007.0,1.0,1340.0,502.0
134.193207269-500x500.jpeg,500,500,red cup,20.0,56.0,268.0,403.0
134.193207269-500x500.jpeg,500,500,red cup,166.0,176.0,499.0,444.0
134.32595-1.png,500,500,others,50.0,1.0,439.0,491.0
135.8866747a-e2ff-4837-bfcb-bedf44923f8e_1.deefd2d0875dbc0f4c485c6c56b3834d.jpeg,500,500,red cup,7.0,18.0,494.0,490.0
135.OK-Plastic-Cups-6pcs-set-Blue_Dishes_1588_1.jpeg,1000,1000,others,180.0,266.0,882.0,891.0
137.s-l300.png,225,300,others,57.0,14.0,162.0,298.0
138.8ozCupMedium.png,600,600,others,55.0,136.0,551.0,502.0
139.Peachesbizarre-Blue-Matte-Finish-Mug-SDL684188268-1-16f18.png,850,995,others,10.0,57.0,842.0,921.0
14.806067.png,1000,1000,red cup,121.0,32.0,901.0,957.0
140.il_fullxfull.781596449_9ih1.png,1500,1125,red cup,109.0,378.0,659.0,1023.0
140.il_fullxfull.781596449_9ih1.png,1500,1125,red cup,669.0,421.0,1207.0,1069.0
140.il_fullxfull.781596449_9ih1.png,1500,1125,red cup,1158.0,414.0,1429.0,919.0
140.s-l300.png,300,300,others,58.0,237.0,122.0,294.0
140.s-l300.png,300,300,others,52.0,82.0,107.0,149.0
140.s-l300.png,300,300,others,93.0,62.0,139.0,126.0
140.s-l300.png,300,300,others,130.0,65.0,178.0,131.0
140.s-l300.png,300,300,others,170.0,118.0,225.0,184.0
140.s-l300.png,300,300,others,118.0,220.0,174.0,292.0
140.s-l300.png,300,300,others,192.0,237.0,247.0,295.0
141.cups-apple-red-party-plastic-cups-355ml-50-pk-[2]-46198-p.png,150,150,red cup,3.0,47.0,85.0,147.0
141.cups-apple-red-party-plastic-cups-355ml-50-pk-[2]-46198-p.png,150,150,red cup,87.0,71.0,144.0,137.0
141.s-l1000.png,1000,909,others,195.0,50.0,394.0,460.0
141.s-l1000.png,1000,909,others,334.0,40.0,614.0,471.0
141.s-l1000.png,1000,909,others,187.0,447.0,474.0,893.0
141.s-l1000.png,1000,909,others,478.0,448.0,761.0,881.0
141.s-l1000.png,1000,909,others,694.0,434.0,915.0,849.0
141.s-l1000.png,1000,909,others,18.0,424.0,257.0,844.0
141.s-l1000.png,1000,909,others,561.0,51.0,752.0,454.0
142.260-0700_3.png,396,432,others,1.0,151.0,58.0,232.0
142.260-0700_3.png,396,432,others,41.0,117.0,95.0,187.0
142.260-0700_3.png,396,432,others,81.0,97.0,135.0,167.0
142.260-0700_3.png,396,432,others,124.0,79.0,178.0,149.0
142.260-0700_3.png,396,432,others,172.0,78.0,226.0,148.0
142.260-0700_3.png,396,432,others,223.0,78.0,277.0,148.0
142.260-0700_3.png,396,432,others,264.0,100.0,318.0,170.0
142.260-0700_3.png,396,432,others,306.0,120.0,360.0,190.0
142.260-0700_3.png,396,432,others,334.0,152.0,394.0,226.0
142.260-0700_3.png,396,432,others,258.0,179.0,318.0,253.0
142.260-0700_3.png,396,432,others,204.0,194.0,264.0,268.0
142.260-0700_3.png,396,432,others,144.0,197.0,204.0,271.0
142.260-0700_3.png,396,432,others,79.0,178.0,139.0,252.0
142.260-0700_3.png,396,432,others,106.0,278.0,167.0,359.0
142.260-0700_3.png,396,432,others,169.0,276.0,230.0,357.0
142.260-0700_3.png,396,432,others,231.0,276.0,292.0,357.0
142.28181_37579_1.png,1800,1800,red cup,106.0,22.0,1700.0,1768.0
143.kirkland-big-red-plastic-cups-240-cups-532-ml.png,800,800,red cup,302.0,21.0,678.0,621.0
144.blue-plastic-cups-ready-to-use-beer-over-dark-background-31444188.png,1300,957,blue cup,427.0,222.0,1141.0,824.0
146.927252.png,1000,1000,others,121.0,1.0,875.0,996.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,428.0,726.0,616.0,933.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,591.0,732.0,810.0,964.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,671.0,616.0,888.0,806.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,228.0,608.0,414.0,813.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,104.0,553.0,318.0,738.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,21.0,443.0,204.0,649.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,730.0,359.0,918.0,559.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,813.0,199.0,959.0,390.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,113.0,264.0,263.0,444.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,236.0,219.0,400.0,365.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,252.0,450.0,429.0,622.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,642.0,148.0,815.0,290.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,399.0,200.0,565.0,389.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,415.0,338.0,602.0,475.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,301.0,307.0,452.0,457.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,290.0,120.0,448.0,260.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,570.0,443.0,737.0,606.0
147.1000pcs-8mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-Small-Size-Supply-Wholesale-TA-BIC8.png,1000,1000,others,451.0,141.0,624.0,253.0
148.maxresdefault.png,1280,720,red cup,444.0,303.0,640.0,561.0
148.maxresdefault.png,1280,720,red cup,1124.0,562.0,1280.0,719.0
148.maxresdefault.png,1280,720,red cup,1028.0,480.0,1166.0,670.0
148.maxresdefault.png,1280,720,red cup,899.0,358.0,1026.0,522.0
148.maxresdefault.png,1280,720,red cup,982.0,287.0,1105.0,443.0
149.a54307ca-26d1-465a-b383-77fdbab1dd63.png,1800,1800,others,298.0,883.0,702.0,1768.0
149.a54307ca-26d1-465a-b383-77fdbab1dd63.png,1800,1800,others,703.0,883.0,1107.0,1768.0
149.a54307ca-26d1-465a-b383-77fdbab1dd63.png,1800,1800,others,1107.0,881.0,1511.0,1766.0
149.a54307ca-26d1-465a-b383-77fdbab1dd63.png,1800,1800,others,1110.0,1.0,1514.0,884.0
149.a54307ca-26d1-465a-b383-77fdbab1dd63.png,1800,1800,others,706.0,1.0,1110.0,884.0
149.a54307ca-26d1-465a-b383-77fdbab1dd63.png,1800,1800,others,300.0,1.0,704.0,884.0
15.71XPnf54qYL._SL1500_.png,1500,1500,red cup,483.0,547.0,1351.0,1213.0
15.71XPnf54qYL._SL1500_.png,1500,1500,red cup,165.0,375.0,728.0,1065.0
15.766692.png,1000,1000,others,127.0,1.0,890.0,989.0
150.donald-trump-cup.0.0.png,1600,900,others,446.0,1.0,1152.0,895.0
151.RWP0463R-2-LR.png,1000,1000,red cup,260.0,53.0,932.0,966.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,43.0,384.0,143.0,504.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,151.0,390.0,262.0,512.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,287.0,393.0,412.0,516.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,403.0,382.0,520.0,508.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,414.0,301.0,493.0,389.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,481.0,290.0,577.0,384.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,260.0,303.0,358.0,401.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,94.0,344.0,179.0,417.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,9.0,294.0,93.0,374.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,87.0,267.0,177.0,356.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,169.0,293.0,251.0,391.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,189.0,198.0,277.0,285.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,455.0,144.0,541.0,229.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,511.0,249.0,589.0,325.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,368.0,262.0,452.0,337.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,192.0,95.0,277.0,176.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,293.0,165.0,378.0,235.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,230.0,250.0,313.0,318.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,361.0,157.0,442.0,237.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,123.0,169.0,194.0,245.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,364.0,61.0,446.0,131.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,270.0,113.0,354.0,177.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,254.0,60.0,322.0,110.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,76.0,183.0,129.0,248.0
153.100PCS-Large-Size-15mm-Blue-Plastic-Tattoo-Ink-Cap-Cups-Supply-BIC15-100.png,600,600,others,26.0,242.0,94.0,312.0
153.red-party-cups.png,800,800,red cup,508.0,336.0,773.0,714.0
153.red-party-cups.png,800,800,red cup,32.0,332.0,297.0,710.0
153.red-party-cups.png,800,800,red cup,273.0,322.0,523.0,642.0
154.31YAiWdddRL._SL500_AC_SS350_.png,350,350,others,32.0,1.0,322.0,348.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,9.0,57.0,134.0,222.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,111.0,17.0,186.0,150.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,161.0,84.0,272.0,238.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,291.0,64.0,408.0,222.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,246.0,22.0,317.0,151.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,225.0,306.0,355.0,446.0
"154.81K5JO33oIL._SR500,500_.png",500,500,red cup,328.0,257.0,479.0,467.0
155.20-Oz--Blue-Plastic-Cup2go-Cup_25690838.png,810,1800,others,13.0,1.0,778.0,1791.0
155.a61bea30-3668-47f8-ae91-054892f2da7c_1.5964be483ccc36b4b36cc49f74d487f2.jpeg,500,500,others,68.0,1.0,444.0,492.0
156.41T3fckb82L._SX342_.png,342,342,blue cup,37.0,10.0,300.0,332.0
157.4.png,314,250,red cup,45.0,26.0,264.0,223.0
157.squat_blue_7oz_Water_cup_CD4105_1024x1024.png,1024,1024,others,266.0,284.0,756.0,898.0
158.5eb7fcb0-3849-4d53-bffe-fff5c1571939_1.b68e4f7774e7ff04d234cd904230bfa7.jpeg,500,500,others,68.0,1.0,435.0,497.0
159.Creative-plastic-juice-cups-champagne-glass-goblet-of-red-wine-colored-plastic-cups-6-mounted.png,800,800,others,575.0,258.0,800.0,693.0
159.Creative-plastic-juice-cups-champagne-glass-goblet-of-red-wine-colored-plastic-cups-6-mounted.png,800,800,others,465.0,223.0,660.0,662.0
159.Creative-plastic-juice-cups-champagne-glass-goblet-of-red-wine-colored-plastic-cups-6-mounted.png,800,800,others,359.0,208.0,551.0,595.0
159.Creative-plastic-juice-cups-champagne-glass-goblet-of-red-wine-colored-plastic-cups-6-mounted.png,800,800,others,269.0,186.0,445.0,557.0
159.Creative-plastic-juice-cups-champagne-glass-goblet-of-red-wine-colored-plastic-cups-6-mounted.png,800,800,others,170.0,161.0,337.0,521.0
159.Creative-plastic-juice-cups-champagne-glass-goblet-of-red-wine-colored-plastic-cups-6-mounted.png,800,800,others,1.0,349.0,250.0,572.0
16.806031.png,1000,1000,red cup,116.0,35.0,884.0,984.0
16.806048.png,1000,1000,blue cup,124.0,1.0,859.0,999.0
160.s-l640.png,640,640,blue cup,165.0,14.0,319.0,206.0
160.s-l640.png,640,640,blue cup,322.0,16.0,476.0,208.0
161.32055.png,400,400,others,19.0,1.0,379.0,398.0
162.plastic-cup-stem-challenge.png,700,933,red cup,152.0,324.0,459.0,615.0
162.plastic-cup-stem-challenge.png,700,933,red cup,291.0,559.0,505.0,728.0
162.plastic-cup-stem-challenge.png,700,933,red cup,356.0,316.0,528.0,551.0
162.plastic-cup-stem-challenge.png,700,933,red cup,295.0,657.0,484.0,817.0
162.plastic-cup-stem-challenge.png,700,933,red cup,331.0,764.0,498.0,873.0
162.s-l1000.png,1000,750,others,184.0,23.0,691.0,670.0
163.s-l1000.png,500,500,others,124.0,152.0,339.0,441.0
163.s-l1000.png,500,500,others,287.0,106.0,498.0,375.0
163.s-l1000.png,500,500,others,7.0,98.0,218.0,367.0
164.cups-7oz-blue-tint-disposable-plastic-cups-for-cold-water.png,600,600,others,141.0,257.0,534.0,537.0
164.cups-7oz-blue-tint-disposable-plastic-cups-for-cold-water.png,600,600,others,95.0,31.0,357.0,378.0
165.Free-shipping-100pcs-lot-Wedding-supplies-disposable-paper-cup-Chinese-red-cup-wedding-festival-tea-cups.png,400,400,others,17.0,132.0,202.0,355.0
165.Free-shipping-100pcs-lot-Wedding-supplies-disposable-paper-cup-Chinese-red-cup-wedding-festival-tea-cups.png,400,400,others,202.0,138.0,393.0,365.0
165.plustic-cup-blue-CXBL.png,400,400,others,95.0,106.0,281.0,316.0
166.6D67BD06EB3FB2C112E37F5440DFD3DA.png,1056,1200,red cup,97.0,100.0,923.0,1046.0
166.plastic-disposable-5oz-cups-27703.png,600,600,others,205.0,242.0,387.0,503.0
166.plastic-disposable-5oz-cups-27703.png,600,600,others,364.0,191.0,515.0,412.0
166.plastic-disposable-5oz-cups-27703.png,600,600,others,92.0,189.0,254.0,410.0
166.plastic-disposable-5oz-cups-27703.png,600,600,others,51.0,117.0,197.0,296.0
166.plastic-disposable-5oz-cups-27703.png,600,600,others,241.0,125.0,389.0,252.0
166.plastic-disposable-5oz-cups-27703.png,600,600,others,420.0,131.0,572.0,309.0
167.5-10.png,1500,1500,red cup,662.0,562.0,1334.0,1400.0
167.5-10.png,1500,1500,red cup,100.0,262.0,782.0,1068.0
167.PMC-006.png,350,350,others,93.0,3.0,247.0,339.0
168.118001_PG138-blue.png,1000,1000,blue cup,123.0,26.0,821.0,912.0
169.31oMmeP6OWL._SY300_QL70_.png,300,300,others,14.0,1.0,278.0,296.0
169.s-l300.png,206,300,others,5.0,6.0,198.0,293.0
17.06e1327b-d812-4d25-be9c-96644c91d953_1.0f328102d0bac140510e2942c88596cd.jpeg,2500,1667,blue cup,68.0,52.0,1185.0,1599.0
17.06e1327b-d812-4d25-be9c-96644c91d953_1.0f328102d0bac140510e2942c88596cd.jpeg,2500,1667,blue cup,1227.0,30.0,2432.0,1598.0
17.6F7WGV180233.png,2000,2000,red cup,262.0,1.0,1740.0,1994.0
171.Royal-Blue-Plain-plastic-Cups.png,400,388,others,46.0,21.0,359.0,379.0
171.s-l600.png,600,600,others,82.0,1.0,572.0,593.0
172.385107.png,600,600,others,63.0,1.0,548.0,600.0
173.904800.png,600,600,others,94.0,56.0,509.0,580.0
174.s-l300.png,300,300,others,48.0,1.0,273.0,295.0
175.stack-red-plastic-cups-table-disposable-wooden-60635606.png,1300,957,others,638.0,61.0,1128.0,603.0
176.blue-plastic-cup-1796721.png,756,900,others,42.0,45.0,730.0,869.0
177.NON04009-2.png,511,750,others,60.0,208.0,476.0,692.0
177.s-l1000.png,750,1000,others,197.0,196.0,561.0,894.0
178.283080011_0_640x640.png,640,640,blue cup,133.0,160.0,509.0,627.0
179.c17cdf31-0625-4455-ac99-71f48e60141f_1.c6e9138c4e314ed99882bf6d3e371540.jpeg,1595,2000,others,48.0,89.0,1541.0,1911.0
179.Solo-Cup-SOLO-16-OZ-Blue-Plast-21581_xlarge.png,500,500,blue cup,105.0,79.0,380.0,416.0
18.12-oz-true-blue-plastic-cup-240-case.png,900,900,others,123.0,1.0,760.0,891.0
18.789662769_o.png,576,1000,red cup,30.0,380.0,576.0,994.0
180.plastic-cup-02.png,1480,800,red cup,459.0,9.0,1029.0,797.0
180.s-l300.png,197,300,others,23.0,12.0,182.0,275.0
181.370x308_7oz_clear_blue_plastic_cup_full.png,308,370,others,31.0,1.0,289.0,361.0
181.74078c22-a707-474d-bc90-54218a7d0b29_1.b8493227c18a8e2ed9e355ed7f368b06.jpeg,500,500,others,68.0,1.0,434.0,494.0
182.31Mr-iOsiPL.__AC_SY300_QL70_ML2_.png,209,300,others,6.0,1.0,207.0,292.0
182.e66e7ccc-6e2a-4418-b082-dc0b952f7202_1.0acde1d84a8b5d244658c4e03e53ba49.jpeg,1500,1500,red cup,162.0,1.0,1329.0,1478.0
183.22905.png,750,750,others,91.0,44.0,663.0,732.0
183.cup.png,500,375,red cup,259.0,33.0,493.0,352.0
184.Farberware-Red-Plastic-Professional-Measuring-SDL383212404-1-aa4c4.png,620,726,others,43.0,119.0,600.0,591.0
185.red-reusable-plastic-cup-with-lid.png,800,800,others,173.0,95.0,614.0,706.0
186.360dfeb0-e0be-45aa-a5bd-987cb07d9149_1.960da11a284487a1002499902b6a3d4f.jpeg,500,500,red cup,125.0,97.0,358.0,422.0
187.s-l1000.png,485,1000,others,40.0,177.0,456.0,901.0
188.red-plastic-cups-18388606.png,951,1300,red cup,269.0,24.0,614.0,544.0
188.red-plastic-cups-18388606.png,951,1300,red cup,166.0,438.0,442.0,935.0
188.red-plastic-cups-18388606.png,951,1300,red cup,431.0,437.0,742.0,931.0
188.red-plastic-cups-18388606.png,951,1300,red cup,35.0,807.0,346.0,1277.0
188.red-plastic-cups-18388606.png,951,1300,red cup,300.0,824.0,576.0,1275.0
188.red-plastic-cups-18388606.png,951,1300,red cup,538.0,811.0,822.0,1299.0
19.12-oz-classic-red-plastic-cup-20-pack.png,1000,1000,others,146.0,10.0,861.0,997.0
19.766694.png,1000,1000,others,18.0,6.0,991.0,999.0
190.red-white-plastic-cups-16411895.png,400,267,others,45.0,61.0,156.0,221.0
190.red-white-plastic-cups-16411895.png,400,267,others,138.0,76.0,258.0,253.0
190.red-white-plastic-cups-16411895.png,400,267,others,247.0,56.0,362.0,222.0
191.PARTYCUPS03.png,500,500,others,189.0,213.0,288.0,339.0
191.s-l400.png,344,400,red cup,132.0,138.0,312.0,362.0
193.712ZzRmM2EL._SL1500_.png,1500,1500,red cup,46.0,978.0,277.0,1498.0
193.712ZzRmM2EL._SL1500_.png,1500,1500,red cup,255.0,893.0,523.0,1498.0
193.712ZzRmM2EL._SL1500_.png,1500,1500,red cup,431.0,800.0,975.0,1500.0
193.712ZzRmM2EL._SL1500_.png,1500,1500,red cup,1174.0,959.0,1472.0,1495.0
193.712ZzRmM2EL._SL1500_.png,1500,1500,red cup,875.0,857.0,1239.0,1496.0
194.red-1-copy-600x600.png,600,600,red cup,87.0,1.0,538.0,584.0
2.710853.png,1000,1000,others,102.0,1.0,924.0,994.0
2.806017.png,1000,1000,blue cup,55.0,3.0,906.0,1000.0
20.1555487.png,1000,1000,blue cup,105.0,3.0,864.0,989.0
20.1555535.png,1000,1000,red cup,135.0,1.0,846.0,996.0
200.J3125.png,800,800,others,152.0,28.0,670.0,781.0
200.s-l1000.png,814,838,red cup,110.0,58.0,692.0,829.0
201.927252.png,1000,1000,others,129.0,1.0,871.0,993.0
203.s-l400.png,400,222,others,30.0,17.0,140.0,217.0
203.s-l400.png,400,222,others,159.0,17.0,262.0,216.0
203.s-l400.png,400,222,others,287.0,15.0,393.0,217.0
204.32414.png,1600,1600,red cup,855.0,967.0,1577.0,1511.0
